"","sa1"
"296842",384
"58180",1080
"2583823",1044
"2773294",120
"2773299",518
"63561",389
"29546",908
"370038",814
"879",706
"2787751",581
"873",509
"376490",318
"213116",2
"898",237
"132132",912
"2952228",462
"899",419
"3004129",326
"45663",391
"69541",8
"213421",1
"890",250
"181013",1046
"2802975",563
"1823759",296
"1566351",138
"891",421
"1603606",258
"57664",155
"29543",567
"2812025",6
"19",595
"29542",317
"1842532",219
"392332",25
"483547",634
"2847045",330
"219183",803
"213422",173
"28231",448
"2495594",597
"2597769",265
"1277350",169
"2815309",354
"35554",207
"28232",156
"345632",112
"2651583",247
"2847989",314
"2740185",219
"2847991",196
"2847992",157
"2897342",134
"313985",701
"2916410",355
"2910589",2
"351604",688
"1203471",296
"2883512",3
"60035",256
"225194",113
"213118",80
"213119",91
"2289",201
"240139",3435
"2291",364
"2293",139
"2296",1035
"28223",822
"2299",195
"218289",978
"83564",953
"947919",754
"571177",558
"933262",110
"45656",899
"45655",607
"897",263
"218208",715
"2810562",517
"181663",282
"3024411",5
"213121",5
"893",5
"1986146",1036
"239745",930
"894",309
"1909699",47
"427923",433
"3126740",383
"2795293",241
"453220",223
"2772557",174
"2569541",580
"2569540",208
"2740163",461
"84980",335
"2653858",331
"65555",189
"453228",93
"453230",672
"3058419",307
"2047767",306
"1741",127
"1295609",127
"2234087",14
"1936021",176
"1653476",85
"171695",72
"119484",395
"361111",115
"316277",419
"1621989",154
"2358",119
"60893",108
"213849",105
"194",25072
"197",20841
"2840180",312
"1500960",277
"1660078",132
"2517362",115
"1032243",80
"1032242",66
"2983836",58
"1660079",47
"2984142",42
"1660080",33
"1660063",26
"1813595",17
"2984146",7
"1660073",7
"1660074",4
"2572065",1
"195",1253
"199",775
"374106",488
"449520",466
"2267891",462
"1244531",395
"196",393
"198",353
"202",316
"1655500",251
"28080",237
"201",230
"1031542",213
"1965231",171
"522485",164
"827",160
"1780362",156
"206",151
"2042961",133
"203",130
"75658",103
"204",97
"28898",95
"1813019",92
"200",88
"260714",85
"1448857",76
"497724",53
"2561898",36
"824",34
"2505970",32
"76517",17
"488546",3
"1848766",2
"2808963",439
"2321133",1001
"877500",349
"1462615",318
"663364",271
"2321111",230
"28197",497
"708186",320
"544718",261
"255507",184
"28198",174
"1564138",80
"1355374",78
"28200",55
"28196",506
"1278212",363
"2593672",246
"944547",8
"1315211",202
"913109",179
"1935204",53
"1849015",49
"1054034",45
"1054033",41
"2961520",37
"28199",27
"2320140",7
"873191",4
"2321114",11
"1032072",304
"603050",249
"1080223",112
"1912871",79
"197482",65
"505249",33
"1904463",306
"1850254",128
"202746",393
"2894755",331
"2022749",320
"2878390",181
"2283483",16
"202747",446
"291845",334
"317658",290
"2740404",284
"2590551",224
"2590020",218
"1176482",167
"2740405",150
"2672570",145
"2509341",126
"39766",69
"2590022",49
"2590021",5
"148813",220
"1249480",74
"209",16
"210",1920
"213",322
"123841",216
"212",145
"29419",131
"217",93
"1591088",89
"56877",53
"135569",49
"76936",48
"138563",45
"287948",45
"35818",42
"45498",34
"2849641",23
"2849642",6
"3040201",2
"157268",15
"37372",11
"32025",7
"222136",4
"35817",3
"214",3
"104628",2
"844",93
"57665",64
"1581011",272
"3094835",266
"3023479",47
"44674",589
"366522",355
"1854492",230
"194424",80
"65553",64
"66821",55
"265570",38
"2779528",197
"387093",85
"2925411",56
"2893889",122
"206403",88
"269261",192
"223786",209
"2993563",81
"2740515",40
"269258",2
"2724901",293
"387092",65
"269259",118
"2706014",162
"2930200",82
"2714855",47
"191291",1
"2579250",218
"244787",31
"1424653",120
"291048",43
"84405",54
"136",266
"2845253",8
"157",2330
"1659192",274
"2766701",245
"1643512",190
"2749432",104
"120682",69
"2563662",60
"2563669",43
"2563664",26
"1539298",24
"1643513",8
"2563668",1
"138851",1300
"163",1206
"2787628",1126
"53419",1048
"81028",976
"167",906
"158",889
"69710",760
"221027",753
"409322",746
"88058",646
"744515",587
"58231",512
"165",484
"162",295
"53435",2
"2880008",1227
"2791015",35
"399320",84
"886478",2677
"1131703",803
"1129264",670
"1131707",587
"273376",1083
"137",5
"1911565",2
"2038653",782
"1963862",569
"46355",366
"154",307
"2518645",602
"55206",523
"1307761",411
"2834378",6
"2719989",267
"2719988",39
"2719987",31
"252967",190
"3034016",59
"1643685",68
"138",257
"2887345",220
"2608247",140
"3058374",27
"2898580",10
"1882662",9
"144",391
"47466",202
"2756107",169
"44449",129
"229155",109
"140",92
"2518322",22
"142",21
"141",10
"143",5
"29520",4
"2761123",2
"64895",125
"100177",303
"62088",73
"498741",66
"1964448",55
"29519",47
"57863",44
"42109",40
"29518",17
"87162",10
"373540",9
"683292",9
"34095",6
"139",5
"64897",4
"478807",4
"56146",2
"88916",2
"1674146",1
"2798577",1145
"150829",791
"215591",304
"171",600
"1513297",550
"2838237",62
"2838238",1
"408139",495
"28182",272
"28184",259
"2564040",236
"1917830",223
"28183",105
"172",103
"1137606",100
"173",85
"174",83
"29507",42
"29510",133
"29521",445
"52584",920
"159",787
"1287055",518
"84377",181
"84378",149
"2828656",356
"126",3
"1649453",231
"2527978",726
"2527964",595
"122",386
"2527976",370
"2527973",330
"2605989",297
"2608982",122
"2527971",75
"1636152",359
"1632864",146
"2527989",462
"2527983",426
"2527995",319
"2528026",307
"119",227
"3064265",219
"1891926",188
"1649480",4
"120",117
"2528019",33
"2528007",108
"2527980",96
"2528027",93
"2527996",91
"2527994",25
"2691354",3
"2691357",144
"2795779",70
"1930277",310
"2528017",180
"2527990",132
"2527979",256
"2795974",195
"2528005",146
"2528010",545
"980254",476
"1930274",58
"980251",312
"125",253
"1632865",26
"2714594",4
"3119568",113
"3026424",26
"2527984",83
"2943192",225
"2527968",164
"1930273",120
"2528021",76
"2127060",45
"265606",12
"2528009",401
"2691417",2
"2650471",170
"2528024",166
"2528022",215
"1930276",158
"2527972",103
"1400387",86
"1331910",189
"1914233",20
"113",47
"114",185
"1210884",140
"1630693",87
"1123043",390
"692036",291
"2598579",251
"2528023",220
"2774151",129
"1763524",6
"466153",534
"2527974",385
"406548",318
"128",244
"1387353",180
"2483366",2
"2483368",3
"1941349",355
"1940790",102
"1851148",327
"1936003",322
"547188",291
"2527982",215
"2528020",11
"2807512",70
"2596890",519
"174633",341
"239934",3873
"239935",2132
"3040764",147
"3115151",78
"3115152",11
"1679444",349
"2927224",60
"203557",42
"518753",4
"2819286",334
"2995170",148
"2728835",126
"2824561",112
"2736",331
"1882831",200
"2711231",342
"490095",117
"2707525",85
"2974023",147
"134623",23
"2866162",585
"107709",398
"1882749",130
"1184151",283
"2576891",260
"1838286",240
"2909285",207
"1796921",199
"2862869",155
"2866311",718
"3080537",86
"395922",229
"3092156",190
"2684113",157
"511745",37
"511746",584
"2795386",327
"591154",35
"431057",4
"2730359",70
"2796139",10
"1704307",63
"810",33
"813",322
"83554",212
"85991",114
"83557",74
"1967782",70
"1457141",49
"83560",47
"83556",46
"1806891",33
"83559",13
"1457153",10
"83555",8
"2766982",4
"1967783",4
"83558",4
"2494525",1
"2822114",1
"2681469",188
"2681470",89
"1963360",1
"362787",164
"389348",151
"1353976",122
"83552",59
"3064277",187
"83561",132
"292833",3
"225148",15
"2720720",15
"71667",11
"2697043",483
"1307763",141
"1930593",89
"1658616",77
"203491",358
"203492",232
"848",3380
"76857",1950
"859",1943
"851",1307
"861",951
"2663009",946
"2764326",945
"285729",666
"856",566
"850",531
"76859",390
"849",384
"155615",174
"1583098",137
"860",9
"671211",3
"167639",222
"544433",1238
"167642",138
"188913",491
"1129771",5
"32067",593
"712357",485
"1785996",478
"712362",452
"3058373",310
"712368",155
"712361",68
"157687",774
"109328",605
"157688",539
"554406",246
"40542",214
"157691",53
"826",767
"34105",736
"157692",283
"187101",103
"2996794",633
"3031712",107
"1391654",3841
"49",54
"39643",670
"56",1825
"2567896",756
"52",353
"1882918",36
"1055688",1
"927083",674
"2995304",743
"80816",731
"31",348
"32",406
"83455",721
"2813577",226
"34",214
"1297742",142
"2831967",78
"3041439",35
"2996785",2
"83461",206
"2996782",346
"1521117",127
"184914",237
"35",148
"2813578",378
"39",138
"47",1
"83451",982
"48",402
"41",535
"43",250
"83453",141
"161492",299
"2918171",252
"404589",191
"447217",53
"2918170",232
"161493",176
"1391653",192
"204434",14
"2763071",389
"2703788",92
"2051959",329
"1933044",170
"1592106",345
"392734",318
"870903",164
"940557",2
"1617967",241
"2602070",188
"940614",301
"940615",61
"33075",338
"2763107",235
"1002689",212
"2211140",200
"658062",144
"1649475",37
"1765020",372
"1473598",247
"574976",161
"44675",20
"3068893",407
"1962974",201
"3068640",143
"3068889",142
"2927975",552
"2927980",257
"2927979",230
"188475",193
"2818388",631
"981385",110
"1855912",370
"2802971",217
"458032",47
"2851959",194
"2821543",174
"2821536",4
"458033",2
"649776",21
"3029088",8
"638847",483
"3068894",1014
"638849",755
"428712",442
"185448",406
"649777",1
"81412",676
"1197717",553
"81461",56
"108007",244
"81462",184
"651822",584
"81468",372
"3070661",106
"3029084",257
"97477",82
"2419",4
"1643950",16
"2422",165
"93466",362
"2424",273
"2423",11
"2421",203
"2571116",71
"46541",45
"2335",475
"126738",90
"1157947",65
"1157948",14
"1508420",77
"1508419",55
"2337",38
"93929",25
"2336",1
"1643951",167
"119394",115
"57487",33
"177758",6
"38322",2
"160798",426
"2809031",404
"149715",32
"1545835",20
"2984951",500
"2108365",321
"69499",304
"1006576",214
"1184396",1
"1184387",327
"1236046",250
"651457",265
"1330330",60
"1441386",32
"97084",466
"2109558",411
"960",346
"28202",270
"958",9
"959",789
"1732569",118
"2231053",87
"2220073",68
"2748865",42
"3044166",36
"2835041",16
"349221",175
"453816",58
"1915309",190
"2976982",174
"2493639",142
"495820",401
"1632019",577
"1632018",14
"940",522
"380749",11
"75906",101
"381751",30
"136094",29
"63363",95
"224027",187
"436114",220
"309806",76
"309805",174
"64160",419
"228745",69
"2093823",16
"2899133",982
"2093824",320
"2572088",95
"1332188",41
"2905967",3
"3118470",200
"2841264",79
"2665156",8
"2066483",360
"673862",148
"1448929",158
"2026885",38
"2735562",3
"2715735",1
"191393",11
"118000",915
"139438",114
"2352",505
"248039",493
"197162",192
"477976",71
"1234",86
"1936990",513
"2973512",331
"1325564",290
"3020900",282
"42253",125
"3020899",111
"1715989",85
"179",100
"180",54
"1660083",9
"178606",3
"28262",152
"2715679",52
"2292766",248
"1548548",118
"2600177",118
"1750598",164
"1323948",573
"1408281",298
"1408204",61
"423605",93
"14",300
"513050",118
"2355",401
"187145",389
"693075",339
"2847778",286
"412593",189
"936456",161
"227388",2
"1794699",73
"184064",7
"35786",78
"77133",1
"9606",237014
"2235",538
"1963268",71
"2237",54
"3032579",208
"3033388",98
"35742",96
"3033389",76
"2238",63
"51589",33
"3032584",16
"3033390",14
"3111776",4
"3131999",328
"1364945",130
"2806252",261
"2962673",92
"3034026",56
"2962672",48
"2961599",251
"2961595",133
"3033386",9
"63743",2
"2257",121
"2961939",103
"2747817",99
"1710540",19
"1046043",15
"416273",13
"203135",109
"2878391",149
"2610902",38
"1586233",31
"2962676",234
"2962671",40
"171163",11
"3026162",112
"869886",87
"1198301",24
"869889",20
"2841257",178
"1457250",73
"146825",2
"1380432",20
"2978283",1
"430914",80
"146826",35
"2931977",124
"1932360",54
"2931976",14
"3131993",82
"3058903",41
"1510225",85
"1679096",85
"2934340",45
"2934937",15
"2961574",32
"3033392",18
"3034023",36
"2216012",1
"1644056",23
"43927",11
"3075121",331
"3031996",127
"3032281",40
"3032001",38
"3031998",34
"2904243",33
"3031916",22
"2743089",172
"2743090",76
"2175149",43
"1017351",23
"2872158",16
"56688",52
"2982524",219
"2527867",82
"2497325",54
"1853699",30
"634157",24
"2836432",5
"2739057",166
"2247",77
"2949307",25
"29284",21
"337243",16
"1644057",1
"1515595",357
"755307",84
"376170",140
"2949994",54
"2949993",35
"2949995",35
"3127120",1
"660522",47
"1547898",36
"1912324",4
"2251",63
"2252",110
"302484",74
"35746",31
"114529",21
"2246",12
"2254",4
"1911573",69
"2876193",120
"2876194",69
"2876190",30
"2572921",9
"293091",295
"2055893",130
"2866381",103
"1073986",1
"1379040",80
"3075123",64
"699433",49
"60847",82
"1853690",16
"1048396",16
"1073996",5
"1644061",148
"88723",32
"406552",79
"2878680",78
"2871694",41
"1710539",164
"2878535",47
"2961598",47
"69525",45
"121872",37
"88724",34
"2961570",34
"2961571",25
"370324",24
"1699371",22
"69527",8
"2951804",343
"3068275",110
"29288",89
"3076685",1
"2953747",128
"2953881",78
"2953753",61
"2953746",26
"2961994",5
"2993618",6
"2931975",131
"1552990",118
"61858",178
"348826",29
"588898",23
"121871",7
"2816475",60
"62320",43
"3132747",37
"2675099",24
"13769",147
"2765402",2
"2044521",69
"745377",64
"3053904",7
"2961596",124
"3034020",115
"387341",34
"1453760",28
"2961597",28
"1487865",11
"44930",75
"353800",49
"387343",37
"229731",36
"2963434",34
"2963433",33
"1586232",8
"1070314",94
"2938695",148
"3034024",121
"2505977",118
"2953750",112
"2953748",100
"2953749",94
"3034025",84
"2650975",26
"2937524",14
"367188",64
"3120516",95
"3033391",2
"2993314",102
"2884876",56
"2884875",31
"1008152",23
"1702103",75
"2239",73
"1407499",194
"2902623",49
"2039234",27
"2902624",27
"223182",19
"2242",2
"1075398",5
"2599399",91
"555573",47
"2814576",134
"1604004",67
"2866382",13
"1873524",78
"1853682",50
"3032283",6
"413810",270
"3117733",66
"3117459",58
"2249",1
"179637",217
"224402",17
"1333523",60
"2862870",10
"869888",14
"2784880",8
"2206",203
"2207",1012
"2208",824
"2209",479
"1434100",146
"1434099",35
"1434102",6
"38027",330
"418008",277
"2214",276
"1715806",259
"2215",152
"170861",69
"2210",52
"2220",55
"218300",1097
"3072978",314
"3125784",190
"3136295",80
"536044",204
"3072977",92
"2225",13
"2226",540
"2822137",404
"29291",21
"2175",67
"2177",302
"2176",277
"39664",106
"183759",323
"101192",120
"3028298",203
"3028296",56
"91559",2
"3028295",189
"3028294",47
"2322",54
"39669",8
"2191",13
"2194",3
"2314",2
"33865",416
"2609417",172
"2315",79
"1789226",333
"2199",181
"45989",111
"118126",67
"83986",58
"394967",5
"81416",34
"2201",97
"126734",42
"299308",28
"54120",89
"487686",27
"358766",263
"1005933",243
"882104",87
"475088",59
"2202",125
"262503",317
"2203",159
"2834276",8
"2192",3
"83984",78
"176309",38
"2222",80
"2223",84
"301375",83
"2224",7
"570266",2
"570267",88
"1175444",85
"1175445",40
"2159",2
"2172",199
"2870563",528
"224719",443
"1609968",410
"230361",1075
"2173",99
"83816",55
"39441",53
"294671",27
"2160",58
"710191",387
"2731220",276
"710190",198
"877455",76
"176306",62
"118062",56
"868131",39
"2584467",20
"2025351",13
"59277",6
"2162",3
"145260",211
"2998972",36
"866790",18
"2017966",2
"2606912",1
"145262",58
"680118",6
"145263",5
"2316",6
"1452353",140
"1789762",116
"2317",76
"2183",1
"2187",401
"39152",372
"42879",117
"155863",76
"2186",45
"196118",1
"83171",93
"67760",67
"1301915",59
"2190",42
"644281",34
"73913",32
"2546128",31
"2189",34
"2607662",27
"1937005",1
"2320",4
"2263",283
"582419",278
"1674923",57
"2008440",39
"246969",35
"3111325",32
"1042877",29
"122420",3
"71997",138
"2598455",105
"1505907",104
"2969672",81
"71998",80
"1712654",75
"55802",64
"187880",57
"187878",51
"53952",43
"311400",40
"49899",38
"195522",28
"2264",26
"2016373",23
"2866384",21
"110163",20
"2586643",20
"54077",14
"342948",13
"277988",12
"2265",11
"172049",8
"72803",7
"2016361",7
"110164",6
"54262",5
"163003",1
"1183377",88
"342949",86
"1609559",104
"2261",64
"29292",20
"53953",14
"1008460",5
"971279",25
"113653",164
"565033",115
"1316941",206
"2234",13
"84156",6
"58290",4
"54261",29
"2874846",142
"2933293",70
"3037654",4
"118883",770
"12914",27
"2283",195
"563177",96
"2886040",40
"312539",39
"41673",38
"282676",14
"2512240",135
"1891280",29
"2663020",5
"43080",116
"2285",15
"207809",8
"41675",153
"2824673",21
"1294262",152
"41980",2
"1006005",42
"79601",25
"43687",23
"1532350",17
"1702097",67
"2286",29
"2287",4
"69655",12
"111955",37
"69656",6
"1670455",7
"2279",1
"84599",296
"2280",4
"54254",43
"2275",27
"94694",9
"229980",17
"56636",9
"1200300",23
"54259",13
"3060460",35
"1273541",5
"54256",3
"54248",3
"54252",1
"200415",288
"1577685",83
"242703",39
"2276",3
"1104324",64
"121277",46
"13773",18
"2277",11
"70771",8
"181486",2
"76887",84
"2271",25
"184117",12
"985052",22
"164451",14
"164452",1
"2926850",76
"1550241",4
"2776706",3
"1365176",44
"2269",12
"683846",7
"338190",46
"338191",4
"1470067",482
"1959104",278
"2508726",67
"2795383",40
"2024843",10
"1582439",102
"1229909",64
"718286",53
"338192",51
"1580092",46
"1470066",16
"1510466",14
"1898749",123
"2259673",46
"1826872",293
"1798806",146
"1353260",33
"497726",4
"1034015",36
"497727",33
"1459637",18
"498374",2
"1825023",50
"1353246",207
"1846278",36
"1603555",11
"2259672",8
"1903276",135
"1410606",31
"1874277",1
"46632",302
"74968",18
"2591003",40
"97393",2
"1872114",5
"2303",25
"50339",23
"1673428",20
"1577791",88
"1406512",84
"1291540",28
"379547",180
"673860",103
"2594042",539
"1920749",26
"2282148",22
"2586965",32
"2565781",6
"2942966",185
"2942989",286760
"2955232",1330245
"2955233",514605
"2955234",508485
"2955579",18067
"2955578",11
"2942991",76
"2955712",1628
"2955711",903
"2942992",24
"2955725",53
"2955727",47
"2955726",3
"2948643",394
"2955556",3450
"2955557",84
"2955563",90
"2955560",1
"2946811",1332
"2955382",3
"2955429",17
"2955498",12
"2942994",2
"2955555",489
"2955550",5
"2955553",4
"2955907",6282
"2955969",2
"2955735",23
"2955582",13
"2955583",3
"2955741",5
"2955762",3
"2956060",3853
"2956048",1
"2956034",3
"2956054",22
"2956180",3
"2956255",2
"2956268",1
"2956106",1
"2956321",1
"1985329",179
"1985342",26
"3060391",2
"1985341",1
"2560383",1
"10663",15
"2844226",28
"2846203",1
"2846681",1
"2049937",1
"1914165",22
"1914195",1
"1914160",4
"2956204",1
"1913650",1
"1913655",1
"1913653",2
"1913995",1
"2956045",1
"1198137",3
"2956400",247
"260149",243
"2842588",1
"2843652",3
"2843653",1
"2955358",186
"2956010",118
"1985328",32
"227470",7
"2843630",2
"2842820",1
"1921529",1
"2955535",1
"2560700",391
"2885983",204
"753085",52
"2912296",42
"99179",11
"1572712",7
"764562",7
"1173297",6
"10704",4
"2483661",2
"1589748",2
"1691958",2
"2599866",1
"1647476",1
"1220717",1
"59241",1
"2894587",1
"1229760",1
"1701814",1
"1458862",1
"1327037",1
"1472912",1
"1105171",1
"331278",1
"2560400",319
"2560628",1
"2946160",197
"2955602",25
"2734102",17
"2956240",12
"2955956",10
"2955958",6
"2733098",2
"2734098",3
"2734118",5
"2734111",5
"3060828",2
"2734095",2
"2733092",1
"2734126",1
"2843447",1
"2734114",1
"2844675",244
"2844677",26
"2844671",6
"388452",244
"2734248",228
"2867265",218
"3060398",201
"320841",191
"2732591",160
"2732597",29
"2843351",2
"2845480",182
"2843444",1
"2845689",176
"1910931",1
"1910937",30
"1918005",25
"1918007",2
"1922327",1
"1987727",19
"1922328",1
"1985175",1
"1985176",1
"1985178",1
"2560330",3
"2843793",1
"1857843",53
"1924730",2
"2734053",10
"2732969",2
"2734047",1
"1980928",1
"1857844",3
"2845127",3
"1857845",1
"2560160",1
"2734051",1
"2845137",1
"2946797",1
"2955347",57
"2955343",20
"861045",1
"2955354",1
"2955340",1
"2956056",40
"1195070",6
"2956082",1
"2956085",1
"2948708",1
"261726",117
"2732684",44
"2733612",20
"2732693",9
"2732765",2
"2733886",1
"2733662",1
"2733872",1
"2733945",15
"2733956",6
"2733920",5
"2733902",4
"2733949",2
"2733947",1
"2733893",1
"2733941",1
"2733365",1
"2733333",1
"2560679",1
"2946819",113
"2841278",48
"2169532",32
"2731624",21
"2169536",3
"2841302",2
"1785960",1
"2956629",81
"2955532",9
"103216",1
"10679",1
"2956278",1
"2560360",30
"2956710",25
"2956062",13
"2560848",5
"2955994",5
"2955860",4
"2845108",3
"2846609",37
"2845969",25
"2955847",4
"2169868",4
"1982576",3
"2846604",1
"1915205",63
"2734135",63
"1198140",24
"2560723",5
"1985303",18
"1965384",15
"2956353",46
"2956352",1
"1982903",5
"1623295",3
"2948773",2
"2956386",2
"1983107",1
"1982916",1
"2955497",1
"3044455",1
"1623304",1
"3060319",48
"3060334",8
"3059820",1
"1051631",1
"2733208",55
"2843384",53
"2843778",53
"1982152",1
"2859632",46
"1982747",42
"2733088",20
"3059700",21
"2560849",41
"1198980",40
"2845963",1
"2733975",38
"2733974",2
"2734263",37
"3044749",36
"3059732",32
"1914894",26
"1914850",2
"2845083",1
"2732068",2
"2734019",2
"2844204",4
"1920865",1
"2734028",8
"2844185",2
"1920861",1
"2845081",1
"2734029",1
"2653507",1
"2948823",20
"2843389",1
"2955971",1
"1623293",21
"466052",1
"3044834",18
"3060716",1
"3060717",1
"3060752",1
"2734156",21
"3060068",20
"3044773",20
"2734192",13
"2734193",1
"1211642",6
"2560154",18
"2560542",1
"2845420",19
"1136535",17
"1195073",1
"2946156",6
"2955593",12
"2560133",17
"2560251",14
"2956661",1
"2734146",15
"186764",1
"1993867",10
"1567468",1
"2003504",1
"1211282",1
"2169990",11
"1883371",2
"680277",12
"2956391",5
"2560786",2
"2846401",1
"3060743",1
"2560486",1
"2846395",1
"10726",2
"3052187",1
"2732038",4
"2956513",1
"2560631",1
"2732037",1
"1982570",7
"1982571",3
"1918725",10
"3060003",9
"2734291",4
"3060814",3
"2734245",2
"2560430",6
"2560421",1
"2560427",1
"2733115",7
"244310",1
"2734200",8
"2956211",4
"680114",3
"1982248",7
"2843650",7
"2591217",2
"1623301",3
"2948705",1
"2948808",1
"2956095",1
"2843953",6
"1982251",1
"1982279",5
"2734229",6
"2170234",6
"2560484",6
"2560683",6
"3044739",2
"3060051",3
"3052245",1
"2948726",6
"2560395",4
"1887657",1
"2843769",3
"2843786",1
"2955986",1
"2733202",1
"2656554",2
"2656550",1
"2560286",5
"3060821",3
"3060822",1
"3060055",4
"3060390",4
"3060830",4
"1980923",4
"1920752",4
"2560676",3
"1984783",3
"2956343",3
"2560618",3
"2734208",3
"2955575",2
"2955572",1
"2956030",3
"2560494",3
"2948963",3
"2845092",3
"3059998",3
"3060667",2
"3060668",1
"2845155",2
"3060665",2
"2734274",2
"1921407",1
"2734132",1
"2956036",1
"2560671",2
"1982096",1
"2733220",1
"2948946",2
"2842570",2
"2560608",2
"2956122",2
"3060522",2
"2955979",1
"2956396",1
"2846389",1
"2846390",1
"2844309",2
"2956258",1
"2946816",1
"2560705",1
"2845450",1
"2734284",1
"2956198",1
"2560435",1
"1982076",1
"2846599",1
"3059741",1
"3059753",1
"2169922",1
"3044694",1
"2955428",1
"3059972",1
"3059987",1
"2843355",1
"2843732",1
"186532",1
"1623288",1
"2734235",1
"2955888",1
"2169812",1
"2734238",1
"2733169",1
"2734239",1
"2734213",1
"2956110",1
"2734153",1
"2956309",1
"2734251",1
"2844661",1
"1623281",1
"2560670",1
"2734268",1
"2956463",1
"2733104",1
"2956649",1
"2948936",1
"2956575",1
"2734088",1
"2560300",1
"2955878",1
"2560706",1
"2734281",1
"1623292",1
"2560485",1
"2845649",1
"2843430",1
"2560388",1
"2560689",1
"3060706",1
"3060713",1
"3060307",1
"2843896",1
"2169968",1
"1084719",1
"3060418",1
"2843726",1
"2170099",1
"2843749",1
"2560131",1
"10683",1
"2560086",1
"3060039",1
"2845589",1
"1982557",1
"2560463",1
"2560493",1
"3050251",51
"3050252",2
"3050340",1
"3050317",13
"3050292",1
"2604840",7
"3048326",1
"3050320",1
"3050135",17
"3050134",5
"3050246",2
"3050140",1
"548913",5
"10358",2
"3050295",2
"3050323",3
"3050362",1
"3048291",52
"2282206",3
"3050271",2
"3050302",1
"3047716",656
"3059904",143
"2126985",118
"2126984",2
"3044761",38
"3060301",15
"3060302",8
"315393",56
"3047343",3
"3080801",3
"3080760",19
"1128137",7
"3080759",2
"3060737",43
"3060017",14
"3059777",198
"3060432",6
"3060030",4
"455364",202
"2023057",29
"39420",215
"181084",85
"1586715",81
"1586713",1
"1663209",1
"2565304",37
"251749",23
"181083",24
"322019",15
"10506",2
"46021",1
"1917232",1
"999883",164
"1560514",17
"1813599",2
"1955558",1
"1255301",7
"10486",101
"2844058",72
"345199",1
"345198",1
"10492",4
"159183",1
"2704413",1
"10276",47
"648998",11
"10261",7
"44088",4
"10264",1
"2059380",1
"2005509",2
"1076255",2
"2734570",1
"2749928",3
"10258",1
"304399",4
"10242",1
"10256",1
"2200830",1
"10266",2
"1285600",2
"2734572",1
"67082",1
"1329402",1
"2083214",49
"10286",1
"1993630",7
"83191",4
"62099",2
"10497",26
"47901",1
"1967296",1
"1962300",1
"2015372",1
"2843876",2
"1962302",1
"2739681",1
"2955318",2
"1922931",242
"1923332",61
"1923134",51
"1922431",32
"1922770",28
"1923278",27
"1922750",20
"1922687",5
"1922768",5
"1922705",4
"1922429",2
"1923696",1
"1922554",1
"1923186",1
"1923753",1
"1922388",1
"1923631",1
"3052539",37
"3052520",1
"3052660",19
"3052666",14
"3051988",1
"3052401",7
"3052445",6
"1933180",4
"3052402",1
"2507689",9
"2099567",3
"1980429",1
"1857323",11
"2560552",6
"2755000",3
"2846668",11
"2928256",1
"2956454",1
"2844158",1
"1969830",1
"3051383",7
"3052263",1
"2956147",3
"2501938",1
"2501945",2
"3052148",1
"3060670",13
"2170049",2
"2175329",59
"930881",27
"53954",1
"3060745",32
"1913643",3
"2955254",1
"2734515",2
"2508252",1
"405554",1
"2607629",2
"2955272",1
"1637496",83
"40059",1
"1678165",1
"1798085",1
"2955245",1
"2955440",1
"3052464",49
"3052466",1
"2846072",9
"83544",1
"46436",1
"11020",1
"2316740",1
"362692",1
"3059827",2
"2845527",7
"11786",2
"39720",1
"3047683",1
"2060084",3
"1605721",29
"2107708",22
"1349410",20
"1349409",15
"2107707",10
"2107709",4
"2175118",54
"1450746",19
"1732179",4
"1859492",124
"1932881",47
"2080449",32
"1920988",4
"552509",3
"1843771",1
"3048238",77
"3047815",57
"3047753",30
"3047831",14
"3047759",8
"3078442",2
"1346829",2
"3051417",2
"447897",1
"3078441",1
"3059716",1
"3059714",1
"3048436",1
"3048338",1
"3047754",1
"3047704",1
"558017",1
"3048334",28
"3047795",12
"3047946",4
"3048276",2
"3047776",1
"3048204",1
"3047765",1
"3047782",1
"3048365",3
"3051615",1
"3052000",1
"3052206",1
"2955985",61
"1788455",53
"2152567",3
"2845907",5
"2843878",1
"1891763",55
"1552409",1
"2364646",1
"3052048",34
"2604334",1
"1977402",1
"2011088",1
"39640",5
"116759",5
"2083300",2
"2843109",4
"2846590",1
"1895333",1
"2843875",6
"2524",4
